vector;neuron;step;score
[4.658153,2.805201,1.436107,0.279569];5;129;6
[4.728494,3.384131,1.444788,0.267428];6;129;6
[5.006536,3.506331,1.462321,0.234591];7;129;12
[5.321517,3.406031,1.984594,0.423008];8;129;2
[5.984837,3.881624,2.847450,1.467010];9;129;0
[6.544886,3.068978,5.319393,2.222802];10;129;5
[6.359016,3.017396,5.337331,2.049611];11;129;2
[6.004732,2.999186,5.103770,1.799340];12;129;4
[5.612032,2.811070,4.538176,1.608070];13;129;3
[4.968730,2.759315,2.711973,0.746203];14;129;0
[4.826108,3.163355,1.665008,0.231438];15;129;9
[5.017705,3.474600,1.531692,0.267980];16;129;7
[5.382279,4.048879,1.450497,0.220199];17;129;8
[5.383054,3.665971,2.246818,0.528991];18;129;0
[5.479096,3.578389,4.069580,0.921454];19;129;0
[6.589084,2.856442,4.740131,2.164552];20;129;0
[6.650632,2.941876,4.281120,2.113987];21;129;0
[5.857753,3.164370,5.535922,1.712889];22;129;0
[5.896540,3.143911,4.016560,1.700541];23;129;0
[5.310822,2.976800,3.438948,1.156536];24;129;0
[5.175807,2.989160,2.686193,0.710528];25;129;0
[5.151649,3.204897,2.208040,0.504984];26;129;0
[5.399985,3.401242,2.237655,0.486992];27;129;0
[5.643651,3.135169,2.604934,0.810282];28;129;0
[6.099123,2.979762,3.396536,1.916104];29;129;0
[5.657837,2.634890,4.572401,1.892263];30;129;0
[7.468804,3.805938,5.147870,1.312166];31;129;0
[6.674536,2.908281,3.541861,1.031962];32;129;0
[5.947110,2.758915,3.410694,1.500711];33;129;0
[5.367833,2.790760,3.808184,1.346702];34;129;1
[5.444711,2.715655,3.531852,1.099489];35;129;3
[5.169040,2.266107,3.433343,0.966296];36;129;4
[5.828912,3.079206,3.815844,1.232502];37;129;0
[5.642571,2.757933,4.472723,1.234481];38;129;2
[5.844595,2.724292,5.073588,1.895309];39;129;6
[7.147643,3.294995,4.919929,1.495783];40;129;2
[7.405685,2.877184,5.789454,1.230932];41;129;1
[6.921247,2.726021,5.180322,1.078727];42;129;0
[6.007262,3.099497,4.438358,1.324477];43;129;2
[5.832866,2.839026,4.297862,1.339217];44;129;2
[5.735279,2.581599,3.990616,1.196132];45;129;5
[5.790210,2.270055,3.972810,1.077753];46;129;3
[5.915643,2.936807,4.519729,1.485409];47;129;3
[6.663773,3.099352,4.273303,1.885507];48;129;0
[6.885447,2.964781,5.827910,2.071452];49;129;9
[7.687304,3.600295,6.217639,1.914542];50;129;7
[7.081409,3.133850,4.977861,1.816437];51;129;1
[6.603787,2.929516,4.686440,1.356268];52;129;4
[6.594711,3.129796,4.444316,1.433808];53;129;4
[6.123333,2.933903,4.264166,1.393581];54;129;3
[5.799231,2.753708,4.168588,1.303270];55;129;4
[5.745163,2.662623,4.423685,1.089951];56;129;0
[6.068753,2.706953,5.423359,1.361824];57;129;1
[6.050881,3.472483,4.574130,0.966341];58;129;0
[6.352298,3.284871,5.973580,1.447948];59;129;0
[6.342758,3.240870,5.593855,2.330237];0;130;5
[6.404283,3.025261,5.478051,1.950750];1;130;5
[6.159840,2.874218,5.123987,1.703401];2;130;7
[5.774422,2.597092,4.673467,1.546516];3;130;2
[5.224874,2.840255,2.915231,0.909136];4;130;0
[4.663297,2.798710,1.501271,0.309779];5;130;7
[4.728494,3.384131,1.444788,0.267428];6;130;7
[5.006536,3.506331,1.462321,0.234591];7;130;12
[5.321517,3.406031,1.984594,0.423008];8;130;2
[5.984837,3.881624,2.847450,1.467010];9;130;0
[6.544886,3.068978,5.319393,2.222802];10;130;6
[6.314143,3.001484,5.311579,2.038858];11;130;2
[5.842637,2.925941,5.015180,1.784764];12;130;3
[5.113610,2.593321,4.511453,1.672421];13;130;1
[4.958645,2.721267,2.974327,0.886152];14;130;1
[4.828381,3.142953,1.752201,0.276605];15;130;7
[5.017705,3.474600,1.531692,0.267980];16;130;7
[5.382279,4.048879,1.450497,0.220199];17;130;8
[5.383054,3.665971,2.246818,0.528991];18;130;0
[5.479096,3.578389,4.069580,0.921454];19;130;0
[6.589084,2.856442,4.740131,2.164552];20;130;0
[6.613399,2.932478,4.285775,2.105182];21;130;0
[5.784185,3.113338,5.456350,1.711899];22;130;0
[5.750319,3.049431,4.087494,1.700461];23;130;0
[5.279266,2.940176,3.520451,1.198281];24;130;0
[5.169941,2.978757,2.724770,0.731573];25;130;0
[5.151649,3.204897,2.208040,0.504984];26;130;0
[5.399985,3.401242,2.237655,0.486992];27;130;0
[5.643651,3.135169,2.604934,0.810282];28;130;0
[6.099123,2.979762,3.396536,1.916104];29;130;0
[5.657837,2.634890,4.572401,1.892263];30;130;0
[7.447152,3.794931,5.142410,1.315435];31;130;0
[6.636794,2.899597,3.562240,1.046171];32;130;0
[5.914906,2.750952,3.444196,1.506841];33;130;0
[5.357883,2.784576,3.822898,1.354217];34;130;1
[5.440120,2.713838,3.540012,1.104551];35;130;3
[5.169040,2.266107,3.433343,0.966296];36;130;3
[5.828912,3.079206,3.815844,1.232502];37;130;0
[5.642571,2.757933,4.472723,1.234481];38;130;3
[5.844595,2.724292,5.073588,1.895309];39;130;5
[7.147643,3.294995,4.919929,1.495783];40;130;2
[7.405685,2.877184,5.789454,1.230932];41;130;1
[6.921247,2.726021,5.180322,1.078727];42;130;0
[6.007262,3.099497,4.438358,1.324477];43;130;2
[5.832866,2.839026,4.297862,1.339217];44;130;2
[5.735279,2.581599,3.990616,1.196132];45;130;5
[5.790210,2.270055,3.972810,1.077753];46;130;3
[5.915643,2.936807,4.519729,1.485409];47;130;4
[6.663773,3.099352,4.273303,1.885507];48;130;0
[6.885447,2.964781,5.827910,2.071452];49;130;9
[7.687304,3.600295,6.217639,1.914542];50;130;7
[7.081409,3.133850,4.977861,1.816437];51;130;1
[6.603787,2.929516,4.686440,1.356268];52;130;4
[6.594711,3.129796,4.444316,1.433808];53;130;4
[6.123333,2.933903,4.264166,1.393581];54;130;4
[5.799231,2.753708,4.168588,1.303270];55;130;4
[5.745163,2.662623,4.423685,1.089951];56;130;0
[6.068753,2.706953,5.423359,1.361824];57;130;1
[6.050881,3.472483,4.574130,0.966341];58;130;0
[6.352298,3.284871,5.973580,1.447948];59;130;0
[6.342758,3.240870,5.593855,2.330237];0;131;5
[6.404283,3.025261,5.478051,1.950750];1;131;5
[6.159840,2.874218,5.123987,1.703401];2;131;7
[5.774422,2.597092,4.673467,1.546516];3;131;2
[5.208731,2.851320,2.865553,0.887326];4;131;0
[4.668682,2.857590,1.471739,0.293671];5;131;6
[4.708548,3.255239,1.343436,0.220228];6;131;8
[4.961559,3.461383,1.438504,0.229516];7;131;6
[5.302402,3.399695,1.963539,0.416150];8;131;3
[5.984837,3.881624,2.847450,1.467010];9;131;0
[6.544886,3.068978,5.319393,2.222802];10;131;6
[6.314143,3.001484,5.311579,2.038858];11;131;2
[5.842637,2.925941,5.015180,1.784764];12;131;3
[5.113610,2.593321,4.511453,1.672421];13;131;1
[4.953144,2.731448,2.938716,0.871558];14;131;1
[4.818520,3.147335,1.717466,0.270721];15;131;7
[4.971089,3.434309,1.497697,0.258005];16;131;8
[5.329871,3.983674,1.438937,0.218647];17;131;12
[5.368527,3.656061,2.226680,0.521994];18;131;0
[5.479096,3.578389,4.069580,0.921454];19;131;0
[6.589084,2.856442,4.740131,2.164552];20;131;0
[6.613399,2.932478,4.285775,2.105182];21;131;0
[5.784185,3.113338,5.456350,1.711899];22;131;0
[5.750319,3.049431,4.087494,1.700461];23;131;0
[5.274383,2.942366,3.501735,1.189867];24;131;0
[5.159946,2.983462,2.694468,0.720267];25;131;0
[5.137758,3.204746,2.180112,0.495604];26;131;0
[5.385097,3.396962,2.217713,0.480888];27;131;0
[5.635697,3.135716,2.593935,0.805138];28;131;0
[6.099123,2.979762,3.396536,1.916104];29;131;0
[5.657837,2.634890,4.572401,1.892263];30;131;0
[7.447152,3.794931,5.142410,1.315435];31;131;0
[6.636794,2.899597,3.562240,1.046171];32;131;0
[5.914906,2.750952,3.444196,1.506841];33;131;0
[5.357883,2.784576,3.822898,1.354217];34;131;1
[5.440120,2.713838,3.540012,1.104551];35;131;3
[5.169040,2.266107,3.433343,0.966296];36;131;3
[5.828912,3.079206,3.815844,1.232502];37;131;0
[5.642571,2.757933,4.472723,1.234481];38;131;3
[5.844595,2.724292,5.073588,1.895309];39;131;5
[7.147643,3.294995,4.919929,1.495783];40;131;2
[7.405685,2.877184,5.789454,1.230932];41;131;1
[6.921247,2.726021,5.180322,1.078727];42;131;0
[6.007262,3.099497,4.438358,1.324477];43;131;2
[5.832866,2.839026,4.297862,1.339217];44;131;2
[5.735279,2.581599,3.990616,1.196132];45;131;5
[5.790210,2.270055,3.972810,1.077753];46;131;3
[5.915643,2.936807,4.519729,1.485409];47;131;4
[6.663773,3.099352,4.273303,1.885507];48;131;0
[6.885447,2.964781,5.827910,2.071452];49;131;9
[7.687304,3.600295,6.217639,1.914542];50;131;7
[7.081409,3.133850,4.977861,1.816437];51;131;1
[6.603787,2.929516,4.686440,1.356268];52;131;4
[6.594711,3.129796,4.444316,1.433808];53;131;4
[6.123333,2.933903,4.264166,1.393581];54;131;4
[5.799231,2.753708,4.168588,1.303270];55;131;4
[5.745163,2.662623,4.423685,1.089951];56;131;0
[6.068753,2.706953,5.423359,1.361824];57;131;1
[6.050881,3.472483,4.574130,0.966341];58;131;0
[6.352298,3.284871,5.973580,1.447948];59;131;0
[6.342758,3.240870,5.593855,2.330237];0;132;5
[6.404283,3.025261,5.478051,1.950750];1;132;5
[6.159840,2.874218,5.123987,1.703401];2;132;7
[5.774422,2.597092,4.673467,1.546516];3;132;2
[5.206418,2.869370,2.836510,0.876961];4;132;0
[4.701813,2.922298,1.473910,0.301839];5;132;8
[4.765985,3.320498,1.366409,0.246606];6;132;6
[4.972193,3.479712,1.443228,0.242611];7;132;10
[5.298097,3.406082,1.953680,0.415806];8;132;1
[5.984837,3.881624,2.847450,1.467010];9;132;0
[6.544886,3.068978,5.319393,2.222802];10;132;6
[6.314143,3.001484,5.311579,2.038858];11;132;2
[5.842637,2.925941,5.015180,1.784764];12;132;3
[5.113610,2.593321,4.511453,1.672421];13;132;1
[4.957661,2.761237,2.894467,0.857055];14;132;1
[4.859821,3.228426,1.685558,0.289690];15;132;9
[5.061327,3.620293,1.499309,0.357402];16;132;5
[5.296143,3.942051,1.447896,0.245257];17;132;10
[5.360268,3.657412,2.204331,0.518241];18;132;1
[5.479096,3.578389,4.069580,0.921454];19;132;0
[6.589084,2.856442,4.740131,2.164552];20;132;0
[6.613399,2.932478,4.285775,2.105182];21;132;0
[5.784185,3.113338,5.456350,1.711899];22;132;0
[5.750319,3.049431,4.087494,1.700461];23;132;0
[5.270675,2.958479,3.459161,1.173068];24;132;0
[5.155341,3.038502,2.602717,0.695666];25;132;0
[5.132218,3.277414,2.080321,0.481576];26;132;0
[5.363198,3.420239,2.162583,0.474675];27;132;0
[5.624304,3.147717,2.570669,0.796521];28;132;0
[6.099123,2.979762,3.396536,1.916104];29;132;0
[5.657837,2.634890,4.572401,1.892263];30;132;0
[7.447152,3.794931,5.142410,1.315435];31;132;0
[6.636794,2.899597,3.562240,1.046171];32;132;0
[5.914906,2.750952,3.444196,1.506841];33;132;0
[5.355709,2.792292,3.803319,1.346174];34;132;1
[5.432886,2.734812,3.496624,1.089566];35;132;3
[5.166917,2.310208,3.373881,0.948879];36;132;3
[5.813409,3.092409,3.766590,1.214796];37;132;0
[5.637998,2.765873,4.447666,1.227448];38;132;3
[5.844595,2.724292,5.073588,1.895309];39;132;5
[7.147643,3.294995,4.919929,1.495783];40;132;2
[7.405685,2.877184,5.789454,1.230932];41;132;1
[6.921247,2.726021,5.180322,1.078727];42;132;0
[6.007262,3.099497,4.438358,1.324477];43;132;2
[5.832866,2.839026,4.297862,1.339217];44;132;2
[5.735279,2.581599,3.990616,1.196132];45;132;5
[5.790210,2.270055,3.972810,1.077753];46;132;3
[5.915643,2.936807,4.519729,1.485409];47;132;4
[6.663773,3.099352,4.273303,1.885507];48;132;0
[6.885447,2.964781,5.827910,2.071452];49;132;9
[7.687304,3.600295,6.217639,1.914542];50;132;7
[7.081409,3.133850,4.977861,1.816437];51;132;1
[6.603787,2.929516,4.686440,1.356268];52;132;4
[6.594711,3.129796,4.444316,1.433808];53;132;4
[6.123333,2.933903,4.264166,1.393581];54;132;4
[5.799231,2.753708,4.168588,1.303270];55;132;4
[5.745163,2.662623,4.423685,1.089951];56;132;0
[6.068753,2.706953,5.423359,1.361824];57;132;1
[6.050881,3.472483,4.574130,0.966341];58;132;0
[6.352298,3.284871,5.973580,1.447948];59;132;0
[6.342758,3.240870,5.593855,2.330237];0;133;7
[6.404283,3.025261,5.478051,1.950750];1;133;5
[6.159840,2.874218,5.123987,1.703401];2;133;6
[5.774422,2.597092,4.673467,1.546516];3;133;2
[5.206418,2.869370,2.836510,0.876961];4;133;0
[4.701813,2.922298,1.473910,0.301839];5;133;8
[4.765985,3.320498,1.366409,0.246606];6;133;6
[4.972193,3.479712,1.443228,0.242611];7;133;10
[5.298097,3.406082,1.953680,0.415806];8;133;1
[5.984837,3.881624,2.847450,1.467010];9;133;0
[6.544886,3.068978,5.319393,2.222802];10;133;8
[6.314143,3.001484,5.311579,2.038858];11;133;2
[5.842637,2.925941,5.015180,1.784764];12;133;4
[5.113610,2.593321,4.511453,1.672421];13;133;1
[4.957661,2.761237,2.894467,0.857055];14;133;1
[4.859821,3.228426,1.685558,0.289690];15;133;9
[5.061327,3.620293,1.499309,0.357402];16;133;5
[5.296143,3.942051,1.447896,0.245257];17;133;10
[5.360268,3.657412,2.204331,0.518241];18;133;1
[5.479096,3.578389,4.069580,0.921454];19;133;0
[6.589084,2.856442,4.740131,2.164552];20;133;0
[6.613399,2.932478,4.285775,2.105182];21;133;0
[5.784185,3.113338,5.456350,1.711899];22;133;0
[5.750319,3.049431,4.087494,1.700461];23;133;0
[5.270675,2.958479,3.459161,1.173068];24;133;0
[5.155341,3.038502,2.602717,0.695666];25;133;0
[5.132218,3.277414,2.080321,0.481576];26;133;0
[5.374466,3.412482,2.193243,0.485846];27;133;0
[5.647182,3.133941,2.639351,0.817864];28;133;0
[6.117603,2.965006,3.470456,1.912533];29;133;0
[5.657837,2.634890,4.572401,1.892263];30;133;0
[7.447152,3.794931,5.142410,1.315435];31;133;0
[6.636794,2.899597,3.562240,1.046171];32;133;0
[5.914906,2.750952,3.444196,1.506841];33;133;0
[5.355709,2.792292,3.803319,1.346174];34;133;1
[5.432886,2.734812,3.496624,1.089566];35;133;3
[5.166917,2.310208,3.373881,0.948879];36;133;3
[5.832265,3.079810,3.809837,1.227243];37;133;0
[5.719573,2.745451,4.551543,1.271427];38;133;2
[5.970107,2.691382,5.180173,1.881324];39;133;5
[7.147643,3.294995,4.919929,1.495783];40;133;2
[7.405685,2.877184,5.789454,1.230932];41;133;2
[6.921247,2.726021,5.180322,1.078727];42;133;0
[6.007262,3.099497,4.438358,1.324477];43;133;1
[5.832866,2.839026,4.297862,1.339217];44;133;2
[5.735279,2.581599,3.990616,1.196132];45;133;5
[5.790210,2.270055,3.972810,1.077753];46;133;3
[5.939766,2.923373,4.559105,1.495085];47;133;5
[6.669089,3.011410,4.497312,1.872960];48;133;0
[6.755634,2.639434,5.808373,1.881435];49;133;3
[7.687304,3.600295,6.217639,1.914542];50;133;8
[7.081409,3.133850,4.977861,1.816437];51;133;1
[6.603787,2.929516,4.686440,1.356268];52;133;4
[6.594711,3.129796,4.444316,1.433808];53;133;4
[6.123333,2.933903,4.264166,1.393581];54;133;4
[5.799231,2.753708,4.168588,1.303270];55;133;4
[5.745163,2.662623,4.423685,1.089951];56;133;1
[6.082178,2.702551,5.431370,1.371144];57;133;1
[6.100742,3.397784,4.668292,1.030377];58;133;0
[6.403316,3.169708,5.948111,1.499604];59;133;0
[6.342758,3.240870,5.593855,2.330237];0;134;7
[6.404283,3.025261,5.478051,1.950750];1;134;5
[6.159840,2.874218,5.123987,1.703401];2;134;6
[5.774422,2.597092,4.673467,1.546516];3;134;2
[5.206418,2.869370,2.836510,0.876961];4;134;0
[4.717135,2.936990,1.471637,0.298707];5;134;8
[4.829667,3.332163,1.371338,0.239767];6;134;7
[5.131658,3.423914,1.412968,0.212783];7;134;9
[5.283703,3.405189,1.872440,0.384141];8;134;2
[5.960699,3.866812,2.802932,1.428042];9;134;0
[6.544886,3.068978,5.319393,2.222802];10;134;8
[6.314143,3.001484,5.311579,2.038858];11;134;2
[5.842637,2.925941,5.015180,1.784764];12;134;4
[5.113610,2.593321,4.511453,1.672421];13;134;1
[4.957661,2.761237,2.894467,0.857055];14;134;1
[4.867056,3.232075,1.679484,0.287782];15;134;8
[5.071978,3.603371,1.491681,0.345311];16;134;5
[5.282036,3.862517,1.440869,0.238616];17;134;10
[5.347957,3.637640,2.142548,0.493796];18;134;1
[5.473160,3.574595,4.012802,0.906109];19;134;0
[6.589084,2.856442,4.740131,2.164552];20;134;0
[6.613399,2.932478,4.285775,2.105182];21;134;0
[5.784185,3.113338,5.456350,1.711899];22;134;0
[5.750319,3.049431,4.087494,1.700461];23;134;0
[5.270675,2.958479,3.459161,1.173068];24;134;0
[5.155718,3.041549,2.592580,0.691489];25;134;0
[5.133660,3.280021,2.065851,0.475587];26;134;0
[5.369100,3.412098,2.168846,0.477055];27;134;0
[5.637671,3.139600,2.612992,0.804723];28;134;0
[6.109869,2.968673,3.453005,1.898098];29;134;0
[5.657837,2.634890,4.572401,1.892263];30;134;0
[7.447152,3.794931,5.142410,1.315435];31;134;0
[6.636794,2.899597,3.562240,1.046171];32;134;0
[5.914906,2.750952,3.444196,1.506841];33;134;0
[5.355709,2.792292,3.803319,1.346174];34;134;1
[5.432886,2.734812,3.496624,1.089566];35;134;3
[5.166917,2.310208,3.373881,0.948879];36;134;3
[5.832265,3.079810,3.809837,1.227243];37;134;0
[5.719573,2.745451,4.551543,1.271427];38;134;2
[5.970107,2.691382,5.180173,1.881324];39;134;5
[7.147643,3.294995,4.919929,1.495783];40;134;2
[7.405685,2.877184,5.789454,1.230932];41;134;2
[6.921247,2.726021,5.180322,1.078727];42;134;0
[6.007262,3.099497,4.438358,1.324477];43;134;1
[5.832866,2.839026,4.297862,1.339217];44;134;2
[5.735279,2.581599,3.990616,1.196132];45;134;5
[5.790210,2.270055,3.972810,1.077753];46;134;3
[5.939766,2.923373,4.559105,1.495085];47;134;5
[6.669089,3.011410,4.497312,1.872960];48;134;0
[6.755634,2.639434,5.808373,1.881435];49;134;3
[7.687304,3.600295,6.217639,1.914542];50;134;8
[7.081409,3.133850,4.977861,1.816437];51;134;1
[6.603787,2.929516,4.686440,1.356268];52;134;4
[6.594711,3.129796,4.444316,1.433808];53;134;4
[6.123333,2.933903,4.264166,1.393581];54;134;4
[5.799231,2.753708,4.168588,1.303270];55;134;4
[5.745163,2.662623,4.423685,1.089951];56;134;1
[6.082178,2.702551,5.431370,1.371144];57;134;1
[6.100742,3.397784,4.668292,1.030377];58;134;0
[6.403316,3.169708,5.948111,1.499604];59;134;0
[6.342758,3.240870,5.593855,2.330237];0;135;7
[6.404283,3.025261,5.478051,1.950750];1;135;5
[6.159840,2.874218,5.123987,1.703401];2;135;6
[5.774422,2.597092,4.673467,1.546516];3;135;2
[5.206418,2.869370,2.836510,0.876961];4;135;0
[4.717135,2.936990,1.471637,0.298707];5;135;8
[4.829667,3.332163,1.371338,0.239767];6;135;7
[5.131658,3.423914,1.412968,0.212783];7;135;9
[5.283703,3.405189,1.872440,0.384141];8;135;2
[5.960699,3.866812,2.802932,1.428042];9;135;0
[6.544886,3.068978,5.319393,2.222802];10;135;8
[6.314143,3.001484,5.311579,2.038858];11;135;2
[5.842637,2.925941,5.015180,1.784764];12;135;4
[5.113610,2.593321,4.511453,1.672421];13;135;1
[4.957661,2.761237,2.894467,0.857055];14;135;1
[4.867056,3.232075,1.679484,0.287782];15;135;8
[5.071978,3.603371,1.491681,0.345311];16;135;5
[5.282036,3.862517,1.440869,0.238616];17;135;10
[5.347957,3.637640,2.142548,0.493796];18;135;1
[5.473160,3.574595,4.012802,0.906109];19;135;0
[6.589084,2.856442,4.740131,2.164552];20;135;0
[6.613399,2.932478,4.285775,2.105182];21;135;0
[5.783475,3.112382,5.445760,1.707585];22;135;0
[5.749249,3.048380,4.089887,1.689817];23;135;0
[5.283879,2.959756,3.481946,1.173896];24;135;0
[5.167294,3.040665,2.626767,0.702304];25;135;0
[5.138433,3.277661,2.083840,0.481693];26;135;0
[5.369100,3.412098,2.168846,0.477055];27;135;0
[5.637671,3.139600,2.612992,0.804723];28;135;0
[6.109869,2.968673,3.453005,1.898098];29;135;0
[5.657837,2.634890,4.572401,1.892263];30;135;0
[7.447152,3.794931,5.142410,1.315435];31;135;0
[6.616870,2.901733,3.575804,1.049442];32;135;0
[5.898398,2.770082,3.502252,1.483271];33;135;0
[5.406226,2.822769,3.861523,1.324726];34;135;1
[5.453404,2.755182,3.550653,1.098049];35;135;3
[5.178254,2.324879,3.391451,0.954220];36;135;3
[5.832265,3.079810,3.809837,1.227243];37;135;0
[5.719573,2.745451,4.551543,1.271427];38;135;2
[5.970107,2.691382,5.180173,1.881324];39;135;5
[7.147643,3.294995,4.919929,1.495783];40;135;2
[7.405685,2.877184,5.789454,1.230932];41;135;2
[6.883686,2.734447,5.150171,1.082457];42;135;0
[5.962178,3.084898,4.403384,1.306213];43;135;1
[5.739860,2.951708,4.229358,1.241765];44;135;3
[5.730103,2.642990,4.021339,1.196700];45;135;5
[5.787436,2.292505,3.979798,1.081513];46;135;4
[5.939766,2.923373,4.559105,1.495085];47;135;5
[6.669089,3.011410,4.497312,1.872960];48;135;0
[6.755634,2.639434,5.808373,1.881435];49;135;3
[7.687304,3.600295,6.217639,1.914542];50;135;8
[7.081409,3.133850,4.977861,1.816437];51;135;1
[6.584565,2.931015,4.676094,1.352945];52;135;4
[6.525986,3.119826,4.425550,1.415848];53;135;5
[6.061218,2.943601,4.254751,1.365177];54;135;3
[5.791609,2.772627,4.171001,1.295338];55;135;2
[5.744202,2.669798,4.418928,1.092291];56;135;1
[6.082178,2.702551,5.431370,1.371144];57;135;1
[6.100742,3.397784,4.668292,1.030377];58;135;0
[6.403316,3.169708,5.948111,1.499604];59;135;0
[6.242827,3.352261,5.458157,2.309071];0;136;3
[6.374309,3.080246,5.466599,2.001995];1;136;7
[6.161075,2.890389,5.132476,1.721750];2;136;6
[5.774422,2.597092,4.673467,1.546516];3;136;2
[5.206418,2.869370,2.836510,0.876961];4;136;0
[4.717135,2.936990,1.471637,0.298707];5;136;8
[4.829667,3.332163,1.371338,0.239767];6;136;7
[5.131658,3.423914,1.412968,0.212783];7;136;9
[5.283703,3.405189,1.872440,0.384141];8;136;2
[5.960699,3.866812,2.802932,1.428042];9;136;0
[6.494281,3.117548,5.331221,2.234129];10;136;10
[6.305375,3.032095,5.318370,2.058917];11;136;2
[5.850237,2.936024,5.023364,1.795722];12;136;4
[5.113610,2.593321,4.511453,1.672421];13;136;1
[4.957661,2.761237,2.894467,0.857055];14;136;1
[4.867056,3.232075,1.679484,0.287782];15;136;8
[5.071978,3.603371,1.491681,0.345311];16;136;5
[5.282036,3.862517,1.440869,0.238616];17;136;10
[5.347957,3.637640,2.142548,0.493796];18;136;1
[5.473160,3.574595,4.012802,0.906109];19;136;0
[6.577118,2.873160,4.760426,2.168718];20;136;0
[6.604606,2.942421,4.309473,2.109325];21;136;0
[5.786986,3.114807,5.445374,1.712578];22;136;0
[5.749249,3.048380,4.089887,1.689817];23;136;0
[5.283879,2.959756,3.481946,1.173896];24;136;0
[5.167294,3.040665,2.626767,0.702304];25;136;0
[5.138433,3.277661,2.083840,0.481693];26;136;0
[5.369100,3.412098,2.168846,0.477055];27;136;0
[5.637671,3.139600,2.612992,0.804723];28;136;0
[6.109869,2.968673,3.453005,1.898098];29;136;0
[5.657837,2.634890,4.572401,1.892263];30;136;0
[7.447152,3.794931,5.142410,1.315435];31;136;0
[6.616870,2.901733,3.575804,1.049442];32;136;0
[5.898398,2.770082,3.502252,1.483271];33;136;0
[5.406226,2.822769,3.861523,1.324726];34;136;1
[5.453404,2.755182,3.550653,1.098049];35;136;3
[5.178254,2.324879,3.391451,0.954220];36;136;3
[5.832265,3.079810,3.809837,1.227243];37;136;0
[5.719573,2.745451,4.551543,1.271427];38;136;2
[5.970107,2.691382,5.180173,1.881324];39;136;5
[7.147643,3.294995,4.919929,1.495783];40;136;2
[7.405685,2.877184,5.789454,1.230932];41;136;2
[6.883686,2.734447,5.150171,1.082457];42;136;0
[5.962178,3.084898,4.403384,1.306213];43;136;1
[5.739860,2.951708,4.229358,1.241765];44;136;3
[5.730103,2.642990,4.021339,1.196700];45;136;5
[5.787436,2.292505,3.979798,1.081513];46;136;4
[5.939766,2.923373,4.559105,1.495085];47;136;5
[6.669089,3.011410,4.497312,1.872960];48;136;0
[6.755634,2.639434,5.808373,1.881435];49;136;3
[7.687304,3.600295,6.217639,1.914542];50;136;8
[7.081409,3.133850,4.977861,1.816437];51;136;1
[6.584565,2.931015,4.676094,1.352945];52;136;4
[6.525986,3.119826,4.425550,1.415848];53;136;5
[6.061218,2.943601,4.254751,1.365177];54;136;3
[5.791609,2.772627,4.171001,1.295338];55;136;2
[5.744202,2.669798,4.418928,1.092291];56;136;1
[6.082178,2.702551,5.431370,1.371144];57;136;1
[6.100742,3.397784,4.668292,1.030377];58;136;0
[6.403316,3.169708,5.948111,1.499604];59;136;0
[6.242827,3.352261,5.458157,2.309071];0;137;3
[6.374309,3.080246,5.466599,2.001995];1;137;7
[6.161075,2.890389,5.132476,1.721750];2;137;6
[5.747528,2.609483,4.572789,1.505103];3;137;3
[5.161458,2.888537,2.625733,0.777632];4;137;0
[4.845141,2.981097,1.421491,0.229612];5;137;12
[4.839987,3.283426,1.375543,0.233932];6;137;7
[5.124533,3.410876,1.412569,0.212390];7;137;7
[5.283703,3.405189,1.872440,0.384141];8;137;2
[5.960699,3.866812,2.802932,1.428042];9;137;0
[6.494281,3.117548,5.331221,2.234129];10;137;10
[6.305375,3.032095,5.318370,2.058917];11;137;2
[5.850237,2.936024,5.023364,1.795722];12;137;4
[5.109067,2.601970,4.445277,1.641105];13;137;1
[4.953232,2.779577,2.779673,0.806585];14;137;0
[4.871890,3.198023,1.638476,0.274902];15;137;4
[5.058768,3.557025,1.484639,0.334149];16;137;6
[5.273911,3.844173,1.439999,0.237795];17;137;11
[5.347957,3.637640,2.142548,0.493796];18;137;1
[5.473160,3.574595,4.012802,0.906109];19;137;0
[6.577118,2.873160,4.760426,2.168718];20;137;0
[6.604606,2.942421,4.309473,2.109325];21;137;0
[5.786986,3.114807,5.445374,1.712578];22;137;0
[5.742091,3.047972,4.067214,1.677260];23;137;0
[5.275714,2.960612,3.437666,1.153183];24;137;0
[5.159073,3.039414,2.589037,0.686855];25;137;0
[5.133362,3.271756,2.069296,0.475702];26;137;0
[5.365146,3.408625,2.162365,0.474719];27;137;0
[5.637671,3.139600,2.612992,0.804723];28;137;0
[6.109869,2.968673,3.453005,1.898098];29;137;0
[5.657837,2.634890,4.572401,1.892263];30;137;0
[7.447152,3.794931,5.142410,1.315435];31;137;0
[6.616870,2.901733,3.575804,1.049442];32;137;0
[5.898398,2.770082,3.502252,1.483271];33;137;0
[5.406226,2.822769,3.861523,1.324726];34;137;1
[5.453404,2.755182,3.550653,1.098049];35;137;3
[5.178254,2.324879,3.391451,0.954220];36;137;4
[5.832265,3.079810,3.809837,1.227243];37;137;0
[5.719573,2.745451,4.551543,1.271427];38;137;2
[5.970107,2.691382,5.180173,1.881324];39;137;5
[7.147643,3.294995,4.919929,1.495783];40;137;2
[7.405685,2.877184,5.789454,1.230932];41;137;2
[6.883686,2.734447,5.150171,1.082457];42;137;0
